id,hotel,link,cusine,rating,price_for_one
1879,Puneri Katta,https://www.zomato.com/bangalore/puneri-katta-btm-bangalore/order,"Maharashtrian, Street Food",4.2,₹100 for one
1880,Food Court By Kitchens@,https://www.zomato.com/bangalore/food-court-by-kitchens@-hsr-bangalore/order,"North Indian, South Indian, Chinese, Mughlai, Biryani, Momos, Desserts, Beverages",3.8,₹100 for one
1881,Tandoor Merchant,https://www.zomato.com/bangalore/tandoor-merchant-btm/order,"North Indian, Chinese, Fast Food, Hyderabadi, Andhra",3.9,₹100 for one
1882,Grow Fit,https://www.zomato.com/bangalore/grow-fit-hsr-bangalore/order,"Healthy Food, Desserts, Beverages",4.1,₹100 for one
1883,Garden Fresh,https://www.zomato.com/bangalore/garden-fresh-hsr-bangalore/order,"Juices, Beverages, Healthy Food, Shake",4.0,₹100 for one
1884,Jagannath Food Corner,https://www.zomato.com/bangalore/jagannath-food-corner-btm-bangalore/order,"North Indian, Fast Food",3.8,₹100 for one
1885,Andhra Meal Express,https://www.zomato.com/bangalore/andhra-meal-express-hsr-bangalore/order,"Andhra, Biryani, Desserts",4.3,₹100 for one
1886,Halli Mane Donne Biriyani,https://www.zomato.com/bangalore/halli-mane-donne-biriyani-3-hsr-bangalore/order,"North Indian, Biryani",4.1,₹100 for one
1887,Fish & Fries Restaurant,https://www.zomato.com/bangalore/fish-fries-restaurant-hsr/order,"Seafood, Goan, Mangalorean, Steak, Bengali, Biryani",3.8,₹100 for one
1888,Tikka Kebab,https://www.zomato.com/bangalore/tikka-kebab-bommanahalli-bangalore/order,"Kebab, North Indian, Chinese, Mughlai, Biryani, Sichuan, Ice Cream, Beverages",3.6,₹100 for one
1889,RollsKing,https://www.zomato.com/bangalore/rollsking-sarjapur-road-bangalore/order,"Rolls, Fast Food, North Indian",3.8,₹100 for one
1890,Living Bowls,https://www.zomato.com/bangalore/living-bowls-bommanahalli-bangalore/order,"Salad, Healthy Food",4.0,₹200 for one
1891,Indori  Zaika,https://www.zomato.com/bangalore/indori-zaika-hsr/order,"North Indian, Fast Food, Street Food",3.4,₹200 for one
1892,Sangam Sweets,https://www.zomato.com/bangalore/sangam-sweets-hsr/order,"Mithai, Street Food, Fast Food, Beverages",4.2,₹200 for one
1893,Gowdru Hotel,https://www.zomato.com/bangalore/gowdru-hotel-bommanahalli-bangalore/order,"Chinese, South Indian, Fast Food",3.5,₹200 for one
1894,Figo Deli,https://www.zomato.com/bangalore/figo-deli-2-btm-bangalore/order,"Pizza, Italian, Salad, Burger, Desserts, Shake",4.0,₹200 for one
1895,Champaran Meat House,https://www.zomato.com/bangalore/champaran-meat-house-hsr-bangalore/order,"North Indian, Bihari",3.7,₹200 for one
1896,Svadu Pure Ghee Sweets,https://www.zomato.com/bangalore/svadu-pure-ghee-sweets-bommanahalli-bangalore/order,"Mithai, Street Food, Fast Food",3.8,₹200 for one
1897,Millet Express,https://www.zomato.com/bangalore/millet-express-bellandur-bangalore/order,"South Indian, Street Food, North Indian, Biryani, Juices",4.1,₹200 for one
1898,Big Pitcher,https://www.zomato.com/bangalore/big-pitcher-sarjapur-road-bangalore/order,"Bar Food, Continental, Italian, North Indian, Mughlai, Chinese, Beverages, Desserts",3.6,₹200 for one
1899,Sri Venkateshwara Sweet Meat Stall,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-jp-nagar/order,"Mithai, Street Food, Fast Food, North Indian",4.5,₹200 for one
1900,Smoke House Deli Delivery,https://www.zomato.com/bangalore/smoke-house-deli-delivery-bommanahalli-bangalore/order,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Continental",4.2,₹400 for one
1901,Taste Of Malabar,https://www.zomato.com/bangalore/taste-of-malabar-btm-bangalore/order,"South Indian, Chinese, Sichuan",4.1,₹400 for one
1902,Kebab Exotic,https://www.zomato.com/bangalore/kebab-exotic-bommanahalli-bangalore/order,"North Indian, Biryani, Mughlai",3.6,₹400 for one
1903,Oven Theory Pizza,https://www.zomato.com/bangalore/oven-theory-pizza-2-btm-bangalore/order,"Pizza, Fast Food",4.0,₹400 for one
1904,Dosa Chicken Curry,https://www.zomato.com/bangalore/dosa-chicken-curry-hsr-bangalore/order,"South Indian, Shake",4.1,₹400 for one
1905,Momo's Man & More,https://www.zomato.com/bangalore/momos-man-more-2-electronic-city-bangalore/order,"Momos, Rolls",3.9,₹400 for one
1906,BOX2EAT,https://www.zomato.com/bangalore/box2eat-btm-bangalore/order,"Biryani, North Indian, Desserts",3.9,₹400 for one
1907,Kerala Note Book,https://www.zomato.com/bangalore/kerala-note-book-hsr-bangalore/order,"Kerala, Chinese",3.2,₹400 for one
1908,Chole Bhatura And Parathas,https://www.zomato.com/bangalore/chole-bhatura-and-parathas-btm-bangalore/order,North Indian,3.5,₹400 for one
1909,Zain Kabab Zone,https://www.zomato.com/bangalore/zain-kabab-zone-bommanahalli-bangalore/order,"Chinese, South Indian, North Indian, Biryani",4.1,₹400 for one
1910,Go Native,https://www.zomato.com/bangalore/go-native-hsr-bangalore/order,"Healthy Food, South Indian, Fast Food, North Indian, Beverages, Desserts",3.8,₹400 for one
1911,Darjeeling Hot Momos,https://www.zomato.com/bangalore/darjeeling-hot-momos-1-btm-bangalore/order,Momos,4.1,₹400 for one
1912,Baba Ganoush Cafe,https://www.zomato.com/bangalore/baba-ganoush-cafe-koramangala-6th-block-bangalore/order,"Fast Food, Lebanese, Beverages",4.3,₹150 for one
1913,Biryani Crafts,https://www.zomato.com/bangalore/biryani-crafts-btm-bangalore/order,"Biryani, North Indian, Chinese",4.0,₹150 for one
1914,Sabzi Aur Roti,https://www.zomato.com/bangalore/sabzi-aur-roti-btm-bangalore/order,North Indian,3.6,₹150 for one
1915,Malnad Donne Biriyani - MDB,https://www.zomato.com/bangalore/malnad-donne-biriyani-mdb-bommanahalli-bangalore/order,"South Indian, Biryani",4.0,₹150 for one
1916,Ganesh Hotel,https://www.zomato.com/bangalore/ganesh-hotel-btm-bangalore/order,South Indian,4.3,₹150 for one
1917,Chandni Chowk 2 Bangalore,https://www.zomato.com/bangalore/chandni-chowk-2-bangalore-btm-bangalore/order,North Indian,3.2,₹150 for one
1918,Turkish Chicken Company,https://www.zomato.com/bangalore/turkish-chicken-company-hsr-bangalore/order,"Arabian, Lebanese, Turkish",4.1,₹150 for one
1919,Juice Junction Food Court,https://www.zomato.com/bangalore/juice-junction-food-court-hsr/order,"Beverages, Juices, Fast Food, Shake",4.2,₹150 for one
1920,Meal@79,https://www.zomato.com/bangalore/meal@79-hsr-bangalore/order,"North Indian, Chinese",3.3,₹150 for one
1921,BLR Brewing Co.,https://www.zomato.com/bangalore/blr-brewing-co-jp-nagar-bangalore/order,"Chinese, North Indian, Fast Food, Desserts, BBQ, Beverages",-,₹350 for one
1922,Kumarakom The Restaurant,https://www.zomato.com/bangalore/kumarakom-the-restaurant-hsr-bangalore/order,"North Indian, South Indian, Kerala, Seafood, Chinese, Beverages",4.1,₹350 for one
1923,Nandanam Restuarant,https://www.zomato.com/bangalore/nandanam-restuarant-bommanahalli-bangalore/order,"South Indian, Kerala, Chinese, Biryani, North Indian",3.6,₹350 for one
1924,Art Of Dum,https://www.zomato.com/bangalore/art-of-dum-indiranagar-bangalore/order,"North Indian, Biryani, Beverages, Desserts",4.3,₹350 for one
1925,Punjabi Swag,https://www.zomato.com/bangalore/punjabi-swag-btm/order,"North Indian, Mughlai, Chinese, Fast Food, Desserts",3.7,₹350 for one
1926,Ice Cafe & Lassi Shop,https://www.zomato.com/bangalore/ice-cafe-lassi-shop-btm-bangalore/order,"Beverages, Juices, Shake",3.8,₹350 for one
1927,Sai Jagannath Food And Chats Point,https://www.zomato.com/bangalore/sai-jagannath-food-and-chats-point-bommanahalli-bangalore/order,"North Indian, Street Food, Chinese, South Indian",4.0,₹350 for one
1928,Lazeez,https://www.zomato.com/bangalore/lazeez-koramangala-5th-block/order,"North Indian, Mughlai, Biryani, Kebab, Rolls",4.0,₹350 for one
1929,Punjabi Chulha,https://www.zomato.com/bangalore/punjabi-chulha-btm-bangalore/order,"North Indian, Chinese",3.9,₹350 for one
1930,Simply Indian,https://www.zomato.com/bangalore/simply-indian-bannerghatta-road/order,"North Indian, Chinese, Mughlai, Seafood, Street Food, Mangalorean",4.2,₹350 for one
1931,Tibb's Frankie,https://www.zomato.com/bangalore/tibbs-frankie-koramangala-6th-block-bangalore/order,Rolls,3.7,₹350 for one
1932,Thakkali Kitchen,https://www.zomato.com/bangalore/thakkali-kitchen-bommanahalli-bangalore/order,"South Indian, Rolls, North Indian, Chinese, Biryani, Seafood",3.8,₹350 for one
1933,Sweet Chariot,https://www.zomato.com/bangalore/sweet-chariot-koramangala-7th-block/order,"Bakery, Desserts",4.2,₹100 for one
1934,Basaveshwara Khanavali,https://www.zomato.com/bangalore/basaveshwara-khanavali-1-hsr-bangalore/order,South Indian,4.1,₹100 for one
1935,Udupi Upahar,https://www.zomato.com/bangalore/udupi-upahar-bommanahalli-bangalore/order,"South Indian, North Indian, Chinese, Fast Food, Desserts, Beverages, Biryani, Shake",4.0,₹100 for one
1936,Atthemane's Biriyani Palace,https://www.zomato.com/bangalore/atthemanes-biriyani-palace-hsr-bangalore/order,"North Indian, Mughlai, Chinese, Andhra, Hyderabadi, Seafood",4.0,₹100 for one
1937,Express By ABs,https://www.zomato.com/bangalore/express-by-abs-sarjapur-road-bangalore/order,"North Indian, Biryani, BBQ",3.5,₹100 for one
1938,Burger Man,https://www.zomato.com/bangalore/burger-man-1-btm-bangalore/order,"Burger, Pizza, Sandwich, Rolls, Fast Food, Street Food, Beverages, Shake",3.3,₹100 for one
1939,Guru Palace,https://www.zomato.com/bangalore/guru-palace-bannerghatta-road/order,"North Indian, Chinese, Biryani, Beverages, Sichuan",3.9,₹100 for one
1940,Lavonne,https://www.zomato.com/bangalore/lavonne-indiranagar/order,"Cafe, Fast Food, Bakery, Beverages, Desserts",4.3,₹100 for one
1941,Moti Mahal Delux,https://www.zomato.com/bangalore/moti-mahal-delux-hsr/order,"North Indian, Mughlai, Hyderabadi, Chinese, Desserts",3.6,₹100 for one
1942,Cake Party,https://www.zomato.com/bangalore/cake-party-2-koramangala-1st-block-bangalore/order,Bakery,4.0,₹100 for one
1943,Jumbo Sandwich,https://www.zomato.com/bangalore/jumbo-sandwich-btm-bangalore/order,"Sandwich, Fast Food, Beverages, Pizza, Shake",4.2,₹200 for one
1944,Kerala Ithaa's,https://www.zomato.com/bangalore/kerala-ithaas-hsr-bangalore/order,"Biryani, Chinese, North Indian, Beverages, Sichuan",3.5,₹200 for one
1945,Sri Aakash Punjabi Dhaba,https://www.zomato.com/bangalore/sri-aakash-punjabi-dhaba-btm-bangalore/order,"North Indian, Chinese, Biryani, Mughlai",3.9,₹200 for one
1946,Click & Orders,https://www.zomato.com/bangalore/click-orders-koramangala-2nd-block-bangalore/order,"North Indian, Chinese, Fast Food",3.9,₹200 for one
1947,Jaipur Cafe,https://www.zomato.com/bangalore/jaipur-cafe-btm-bangalore/order,"North Indian, Chinese, Sandwich, Street Food, Beverages",3.4,₹200 for one
1948,Pizzarea,https://www.zomato.com/bangalore/pizzarea-1-btm-bangalore/order,"Pizza, Fast Food",3.1,₹200 for one
1949,Wrap 'N' Roll,https://www.zomato.com/bangalore/wrap-n-roll-1-electronic-city-bangalore/order,"Rolls, Chinese, Sichuan",3.9,₹200 for one
1950,Plan B,https://www.zomato.com/bangalore/plan-b-koramangala-5th-block-bangalore/order,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages",4.0,₹200 for one
1951,Amul Ice Cream Parlour,https://www.zomato.com/bangalore/amul-ice-cream-parlour-btm-bangalore/order,"Ice Cream, Desserts, Beverages, Shake",4.6,₹200 for one
1952,Dalchini,https://www.zomato.com/bangalore/dalchini-bellandur/order,"North Indian, Sandwich, Beverages, Desserts",3.9,₹200 for one
1953,Bathinda Station,https://www.zomato.com/bangalore/bathinda-station-hsr-bangalore/order,"North Indian, Chinese",4.0,₹200 for one
1954,Craving O Clock,https://www.zomato.com/bangalore/craving-o-clock-btm-bangalore/order,"Burger, Sandwich, Wraps, Street Food, Fast Food, Shake",4.3,₹200 for one
1955,Raichur Biryani House,https://www.zomato.com/bangalore/raichur-biryani-house-hsr/order,"North Indian, Biryani, Mughlai, Chinese, Rolls",3.9,₹200 for one
1956,Hot Momos Darjeeling Style,https://www.zomato.com/bangalore/hot-momos-darjeeling-style-koramangala-5th-block-bangalore/order,"Chinese, Momos, Sichuan",4.0,₹200 for one
1957,Copper Chimney,https://www.zomato.com/bangalore/copper-chimney-hsr-bangalore/order,"Mughlai, Kebab, North Indian, Biryani",4.1,₹200 for one
1958,Call A Cake,https://www.zomato.com/bangalore/call-a-cake-bannerghatta-road-bangalore/order,"Bakery, Desserts",3.9,₹200 for one
1959,Temperature Juice Bar,https://www.zomato.com/bangalore/temperature-juice-bar-btm-bangalore/order,"Beverages, Healthy Food, Shake, Street Food",4.0,₹200 for one
1960,Parathe Ghar Ke,https://www.zomato.com/bangalore/parathe-ghar-ke-bellandur-bangalore/order,North Indian,4.1,₹200 for one
1961,Ritomi's Lov,https://www.zomato.com/bangalore/ritomis-lov-bellandur/order,"North Indian, Street Food, Chinese, Beverages, Sandwich",4.3,₹200 for one
1962,Juices Zone,https://www.zomato.com/bangalore/juices-zone-btm-bangalore/order,"Beverages, Salad, Desserts, Juices, Shake",3.5,₹200 for one
1963,Laali Da Dhaba,https://www.zomato.com/bangalore/laali-da-dhaba-hsr-bangalore/order,"North Indian, Kebab",3.4,₹250 for one
1964,Adda - The Restaurant,https://www.zomato.com/bangalore/adda-the-restaurant-bommanahalli-bangalore/order,"North Indian, Seafood, Chinese, Biryani, Sichuan",3.7,₹250 for one
1965,Singh Da Pind,https://www.zomato.com/bangalore/singh-da-pind-hsr-bangalore/order,"North Indian, Chinese, Mughlai, Kebab, Sichuan",3.7,₹250 for one
1966,A Tiny Kitchen,https://www.zomato.com/bangalore/a-tiny-kitchen-btm-bangalore/order,"North Indian, Chinese",4.0,₹250 for one
1967,The Fruit Bowl,https://www.zomato.com/bangalore/the-fruit-bowl-btm-bangalore/order,"Healthy Food, Juices",4.2,₹250 for one
1968,Al Bawarchi Biryani,https://www.zomato.com/bangalore/al-bawarchi-biryani-hsr-bangalore/order,"Biryani, North Indian, Chinese",3.7,₹250 for one
1969,The Bay - Fish Fry Paradise,https://www.zomato.com/bangalore/the-bay-fish-fry-paradise-hsr-bangalore/order,"Seafood, South Indian, Goan",3.8,₹250 for one
1970,The Salad Studio,https://www.zomato.com/bangalore/the-salad-studio-1-bellandur/order,"Salad, Healthy Food, Sandwich, Juices",4.3,₹250 for one
1971,Khmer Kitchen,https://www.zomato.com/bangalore/khmer-kitchen-jp-nagar-bangalore/order,"Asian, Sushi, Desserts, Beverages",4.2,₹250 for one
1972,Dolma Aunty Momos,https://www.zomato.com/bangalore/dolma-aunty-momos-bommanahalli-bangalore/order,"Momos, Fast Food, Street Food, Desserts",3.8,₹150 for one
1973,Shree Shabhari Darshini,https://www.zomato.com/bangalore/shree-shabhari-darshini-btm-bangalore/order,South Indian,4.3,₹150 for one
1974,Mad Momos,https://www.zomato.com/bangalore/mad-momos-bommanahalli-bangalore/order,Momos,4.0,₹150 for one
1975,Foodism.in,https://www.zomato.com/bangalore/foodism-in-1-btm-bangalore/order,"North Indian, Rolls, Beverages",3.2,₹150 for one
1976,The Baklava Company,https://www.zomato.com/bangalore/the-baklava-company-bellandur-bangalore/order,"Mithai, Desserts",4.0,₹150 for one
1977,Cardamom- Ghar Ka Swad,https://www.zomato.com/bangalore/cardamom-ghar-ka-swad-1-btm-bangalore/order,"Chinese, North Indian, Street Food, South Indian, Desserts, Sichuan, Beverages",3.9,₹150 for one
1978,Sri Vishnu Grand,https://www.zomato.com/bangalore/sri-vishnu-grand-sarjapur-road/order,"South Indian, North Indian, Chinese, Beverages, Street Food",3.8,₹150 for one
1979,Lassi Magic,https://www.zomato.com/bangalore/lassi-magic-electronic-city-bangalore/order,"Fast Food, Desserts, Ice Cream, Beverages, Sichuan",3.5,₹150 for one
1980,Let's Celebrate,https://www.zomato.com/bangalore/lets-celebrate-koramangala-2nd-block-bangalore/order,Bakery,3.6,₹150 for one
1981,Gam's Delicacy,https://www.zomato.com/bangalore/gams-delicacy-koramangala-7th-block/order,"North Indian, Chinese, Assamese",4.3,₹150 for one
1982,Kerala Food Club,https://www.zomato.com/bangalore/kerala-food-club-bommanahalli-bangalore/order,"Kerala, Seafood, Biryani",4.1,₹150 for one
1983,My Khana,https://www.zomato.com/bangalore/my-khana-koramangala-7th-block-bangalore/order,North Indian,3.9,₹150 for one
1984,Cake Pirates,https://www.zomato.com/bangalore/cake-pirates-electronic-city-bangalore/order,Desserts,4.1,₹400 for one
1985,Kebarbiq Restaurant,https://www.zomato.com/bangalore/kebarbiq-restaurant-hsr-bangalore/order,"BBQ, Arabian, Continental, North Indian, Middle Eastern, Chinese, Beverages",4.0,₹400 for one
1986,The Rush Restaurant,https://www.zomato.com/bangalore/the-rush-restaurant-hsr-bangalore/order,"North Indian, Mughlai, Biryani, Chinese, Fast Food, Beverages",4.0,₹400 for one
1987,Anupam's Coast II Coast,https://www.zomato.com/bangalore/anupams-coast-ii-coast-koramangala-6th-block/order,"Seafood, Mangalorean, North Indian, Chinese, Beverages, Sichuan",3.9,₹400 for one
1988,Malabar Cafe,https://www.zomato.com/bangalore/malabar-cafe-btm-bangalore/order,"South Indian, Biryani, Chinese, North Indian, Fast Food, Sichuan",3.5,₹400 for one
1989,Artinci - Indulge Guilt Free!,https://www.zomato.com/bangalore/artinci-indulge-guilt-free-koramangala-1st-block-bangalore/order,"Desserts, Ice Cream, Bakery",3.7,₹400 for one
1990,Purnabramha Maharashtrian Restaurant,https://www.zomato.com/bangalore/purnabramha-maharashtrian-restaurant-hsr/order,"Maharashtrian, Beverages",4.1,₹400 for one
1991,Mathsya Darshini,https://www.zomato.com/bangalore/mathsya-darshini-hsr-bangalore/order,"Seafood, South Indian",4.0,₹400 for one
1992,Street Foods By Punjab Grill,https://www.zomato.com/bangalore/street-foods-by-punjab-grill-bannerghatta-road-bangalore/order,"North Indian, Street Food, Biryani, Fast Food, Rolls, Beverages",3.5,₹400 for one
1993,MISU,https://www.zomato.com/bangalore/misu-indiranagar-bangalore/order,"Asian, Japanese, Thai",4.0,₹400 for one
1994,Abhiruchi Restaurant,https://www.zomato.com/bangalore/abhiruchi-restaurant-sarjapur-road-bangalore/order,"Andhra, Biryani, North Indian, Chinese",3.6,₹400 for one
1995,VMS Star Biriyani,https://www.zomato.com/bangalore/vms-star-biriyani-electronic-city-bangalore/order,"Biryani, Chinese, Sichuan",3.9,₹150 for one
1996,Udupi Kitchen,https://www.zomato.com/bangalore/udupi-kitchen-1-bellandur-bangalore/order,"South Indian, North Indian, Chinese, Desserts, Beverages",3.7,₹150 for one
1997,Saltlake,https://www.zomato.com/bangalore/saltlake-btm-bangalore/order,"Bengali, North Indian, Pizza, Pasta, Chinese, Fast Food, Beverages",3.5,₹150 for one
